"pterygium"
"shrimp allergy"
"aspirin allergy"
"benzylpenicillin allergy"
"amoxicillin allergy"
"abacavir allergy"
"phenytoin allergy"
"cephalosporin allergy"
"amodiaquine allergy"
"ceftazidime allergy"
"piperacillin allergy"
"aztreonam allergy"
"meropenem allergy"
"co-trimoxazole allergy"
"Hirata disease"
"Pontiac fever"
"nephropathia epidemica"
"thelaziasis"
"ophthalmomyiasis"
"penicilliosis"
"aniseikonia"
"bradyopsia"
"hypophosphatemia"
"infant botulism"
"obsolete anaplasmosis"
"mulibrey nanism"
"Gitelman syndrome"
"mevalonic aciduria"
"lissencephaly"
"campomelic dysplasia"
"Loeys-Dietz syndrome"
"Costello syndrome"
"Carney complex"
"aneruptive fever"
"sennetsu fever"
"bacterial exanthem"
"parenchymatous neurosyphilis"
"meningovascular neurosyphilis"
"O'nyong'nyong fever"
"Oropouche fever"
"obsolete acroosteolysis"
"exudative vitreoretinopathy"
"nonsyndromic deafness"
"D-2-hydroxyglutaric aciduria"
"hereditary lymphedema"
"abdominal tuberculosis"
"ADULT syndrome"
"acheiropody"
"acrocapitofemoral dysplasia"
"acrokeratosis verruciformis"
"Aicardi-Goutieres syndrome"
"Allan-Herndon-Dudley syndrome"
"oculocutaneous albinism"
"distal arthrogryposis"
"Arts syndrome"
"atelosteogenesis"
"Bamforth-Lazarus syndrome"
"Birk-Barel syndrome"
"Bjornstad syndrome"
"Boomerang dysplasia"
"Bowen-Conradi syndrome"
"brachydactyly-syndactyly syndrome"
"Brody myopathy"
"Brooke-Spiegler syndrome"
"chorioamnionitis"
"funisitis"
"Dent disease"
"aceruloplasminemia"
"obsolete paramyloidosis"
"ARC syndrome"
"Armfield syndrome"
"neuroacanthocytosis"
"choreaacanthocytosis"
"midface dysplasia"
"paraganglioma"
"rapadilino syndrome"
"hydrolethalus syndrome"
"Ogden syndrome"
"proximal symphalangism"
"cone dystrophy"
"Kahrizi syndrome"
"urofacial syndrome"
"multifocal dystonia"
"oculogyric crisis"
"spasmodic dystonia"
"periampullary adenoma"
"diabetic encephalopathy"
"Troyer syndrome"
"cecum adenoma"
"spastic ataxia"
"Omenn syndrome"
"CD3epsilon deficiency"
"coronin-1A deficiency"
"agammaglobulinemia 4"
"Good syndrome"
"intrinsic cardiomyopathy"
"atypical autism"
"benign neoplasm"
"brain glioma"
"thoracic disease"
"apraxia"
"auditory agnosia"
"autotopagnosia"
"integrative agnosia"
"mirror agnosia"
"Kennedy's disease"
"Kleine-Levin syndrome"
"Renpenning syndrome"
"microscopic colitis"
"chemical colitis"
"Cogan-Reese syndrome"
"Maffucci syndrome"
"Adams-Oliver syndrome"
"Baraitser-Winter syndrome"
"cardiofaciocutaneous syndrome"
"Carpenter syndrome"
"3-M syndrome"
"stuttering"
"Smith-McCort dysplasia"
"parietal foramina"
"cornea plana"
"omodysplasia"
"oculodentodigital dysplasia"
"adenoid hypertrophy"
"angular cheilitis"
"cardiac arrest"
"mastoiditis"
"Rapp-Hodgkin syndrome"
"CEDNIK syndrome"
"ciliopathy"
"acrorenal syndrome"
"Stormorken syndrome"
"Vici syndrome"
"Sakati-Nyhan syndrome"
"acrofacial dysostosis"
"Chilblain lupus"
"Cole-Carpenter syndrome"
"Desbuquois dysplasia"
"Feingold syndrome"
"fibrochondrogenesis"
"humeroradial synostosis"
"Kindler syndrome"
"Kabuki syndrome"
"myoclonic-atonic epilepsy"
"Goldberg-Shprintzen syndrome"
"oculoauricular syndrome"
"MEDNIK syndrome"
"Mowat-Wilson syndrome"
"Perry syndrome"
"Pitt-Hopkins syndrome"
"SPOAN syndrome"
"respiratory allergy"
"pollen allergy"
"fruit allergy"
"apricot allergy"
"cherry allergy"
"peach allergy"
"plum allergy"
"tomato allergy"
"fish allergy"
"beta-lactam allergy"
"penicillin allergy"
"crustacean allergy"
"snail allergy"
"hepatoid adenocarcinoma"
"Barber-Say syndrome"
"Char syndrome"
"spinal disease"
"Ritscher-Schinzel syndrome"
"Holzgreve-Wagner-Rehder Syndrome"
"Yunis-Varon syndrome"
"Nance-Horan syndrome"
"endocrine-cerebro-osteodysplasia syndrome"
"chondrodysplasia-pseudohermaphroditism syndrome"
"congenital chylothorax"
"Brunner Syndrome"
"hyperekplexia 2"
"hyperekplexia 3"
"hand-foot-genital syndrome"
"sclerosteosis 2"
"restrictive dermopathy"
"MEHMO syndrome"
"Prieto syndrome"
"Wilson-Turner syndrome"
"Wieacker-Wolff syndrome"
"Norrie disease"
"osteoporosis-pseudoglioma syndrome"
"annular pancreas"
"Pierson syndrome"
"Potocki-Lupski syndrome"
